Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2016-12-14,11_Dec_2016,No,No,No,,5 stars,P4R2470,Love this lotion!,Best lotion! I use this on my face and body. Love it to sleep in. I even turned my mom onto it! Does not leave sticky or oily residue.,1,0,CocoBear92,Combination skin,18-24,,1
2016-12-14,11_Dec_2016,No,No,No,,5 stars,P4R2471,Amazing,"This is a great product! So moisturizing, and there is no sent at all, which is great if you have sensitive skin! Doesn't leave a film and absorbs really well into my combination skin, perfect for the winter air right now.",0,0,SNL92,,,,1
2016-12-14,11_Dec_2016,No,No,No,,5 stars,P4R2472,,This is literally the best moisturizing cream on the market for me. I recommend it to anyone with dry skin.,0,0,Somali,,25-34,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2473,Must-Have for Irritated Skin!,"Without fail--this always soothes my irritated skin; generally alleviating redness and minor (often allergy-related) irritation overnight. This is a staple for my sensitive, allergy prone skin and has been reliably effective for several years.",0,0,5890985,Combination skin,25-34,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2474,Amazing,"I have extremely dry and sensitive skin and have tried so many different products but none of them moisturized my skin as well as this did. It keeps my skin hydrated and doesn't make me break out, love it!!!",0,0,Ahnji,Dry skin,13-17,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2475,So far So good...,"I've been using this product consistently for about 1 week. I've first new about it when one of my girlfriends brought it along a weekend trip. I ran out of lotion and asked to use hers. I loved it as it wasn't sticky or heavy but my skin was moisturized. So i decided to get a bottle and was like ""let me try it on my face."" I have combo/sensitive skin and break-out almost instantaneously if the lotion does not agree with me. In the winter, my face gets soooo dry that it hurts to smile. After a week, I my skin is smoother and well moisturized without the oily residue/feeling and HAVE NOT broken out AT ALL. Love it!! if this continues, this will definitely be my long term go-to.",1,0,beenbunz,Combination skin,35-44,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2476,Favorite!,"I have been using this twice a day for about 1.5 months and have seen a dramatic improvement in my skin. This is my new holy grail of moisturizers. The container is HUGE so you get a ton of product for $30, which is actually cheaper than my drugstore brand. I have combination dry and oily skin and this stuff moisturized my skin so deeply that 10 hours later, in the midst of winter, my skin still felt smooth and hydrated. Also, normally I could use a finger and wipe across my cheek and see oil on my finger...NOT with this product. No oil or grease on my face whatsoever. Make up goes on so much better and no dry patchy winter skin!",0,0,bhambly13,,,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2477,,"This stuff is a LIFE SAVER if you suffer from dry skin, especially in the winter. Also great for your hands or any other dry patches you have.",0,0,CheyanneS,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2478,HOLYYYY GRAIL,"OMG, this product saved my face. I always have red patches near my pore area and the product really helps clear out the redness and heal my acne. Im so so in love with brand. It makes some of the best products ever. I love the: Cleanser, Exfoliating pads, moisturizer, lip treatment and want to try on the night cream. Worth the money !!",0,0,CristinaMateo,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2479,love this,"This is the best moisturizer I've found and I use it nightly. Non greasy, soaks right in. Can't do without!",0,0,darcylove,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2480,simply amazing,I use this when I have any dry skin even flaky dry skin prior to applying make up and you can not tell I even have dry skin after applying. It works every time. This is a must have.,0,0,Deenaylejon,Combination skin,18-24,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2481,dry skin gone,"This cream leaves skin feeling moisturized without feeling oily. On my second bottle, love this cream.",0,0,gibelle,,,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2482,works great,Got this for my daughter who had eczema on her eyelid and back of her neck right at her hairline. She says it really helps. She doesn't use it as an all over moisturizer but just on spots.,5,0,heidive,,,,1
2016-12-13,11_Dec_2016,No,No,No,,2 stars,P4R2483,still Trying to like it,"Nothing special and it was touted as being a miracle, far cry from one. I feel as though it would be good for my hands but definitely not as a face moisturizer.",0,0,hudsonriver,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2484,ultra Repair cream,Absolutely love this. Works on problem areas but is so good I am now using on my face an neck daily. Fabulous and I would recommend to others.,0,0,k3leslie,,,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2485,,My face was soooo dry this winter but using this in the morning has helped a lot!! And it didnt make me break out which is even better,0,0,kmuno,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2486,does the trick,Very moisturizing and I have really dry skin.,0,0,LGuzman,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2487,love it!,"Great product and great value. My skin gets pretty dry in the winter and this is definitely my favorite hydration cream. I use a generous amount and it absorbs so well, leaving your skin super smooth/hydrated. I also like that it has no scent.",0,0,Mich04,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2488,,Love this product. I will definitely buy this again. I have VERY sensitive dry skin and most products burn my skin. This product is very gently and has made my skin feel great.,0,0,MichelleLopez,Dry skin,25-34,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2489,gentle but powerful,"Fantastic for my extremely dry super sensitive skin. Very mild to odorless scent. Gentle enough to use on my face. Powerful enough to keep my hands, elbows and feet soft and hydrated. I keep a bit in a small tin so I can always have it with me. A little bit goes a long way even on really dry irritated skin.",0,0,misschilla,,,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2490,"Really solid, non-greasey","I have breakout prone skin, and spend most of the summer dealing with too much oil. However, Northeastern winters quickly turn my skin dry, but still acne-prone. This stuff is great! My skin feels softer, less flake-y. It doesn't irritate my acne and it sits really nicely under my makeup.",1,0,sarah46,Combination skin,25-34,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2491,Great,"Does exactly what it says. One of my very favorite moisturizers. It's not sticky or tacky, not greasy. Hydrates. Great base for makeup, great over serums.",0,0,suedi,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2492,Oh Em Gee,This is the best and only moisturizer that I've ever had keep my skin clear and hydrated. During the winter my skin is the worst and always peeling which makes for a terrible base for putting on make up but with this no peeling or flaking due to the dry weather !!,0,0,Tonnafae,,,,1
2016-12-13,11_Dec_2016,No,No,No,,5 stars,P4R2493,Holy Grail for Sensitive Skin!,"I have incredibly dry, sensitive skin and am also allergic to a ton of common makeup and skincare ingredients. This is my skin savior!",1,0,vilyar122,Dry skin,25-34,,1
2016-12-13,11_Dec_2016,No,No,No,,4 stars,P4R2494,,"This moisturizer really is one of the best basic moisturizers for your dry skin, especially for the price. I've tried $100 moisturizers and this one still works better in my opinion. I was plagued with such dry skin that within an hour of wearing my foundation, it would start to flake off and I would load my face with every type of moisturizer (oils, creams, masks,butters, etc.). This is the perfect buildable moisturizer under primer and my skin never flakes anymore. I will say though that I also changed my diet drastically and stopped eating meat, gluten and dairy and that had the most effect on the dryness but supplemented with his cream, I never have dry skin anymore!",0,0,wasforeverdry,,,,1
2016-12-12,11_Dec_2016,No,No,No,,5 stars,P4R2495,Where Has This Miracle Worker Been?,"I live in Denver Colorado and my skin is so dry from the lack of humidity where it will just flake off. I have tried slathering on any moisturizer and cream I could find, none of them could get rid of that flaky dryness on my face. I finally decided to try this cream (I bought the mini 2 2oz jar holiday set) and I haven't a flake since I started using this product!!!! All of a sudden the dry skin I have dealt with my whole life, it is resolved by this little miracle worker in jar! I couldn't recommend this highly enough.",0,0,,,18-24,Acne,1
2016-12-11,11_Dec_2016,No,No,No,,5 stars,P4R2496,IN LOVE!!,I heard sooo many great things about this but was still hesitant to buy it. I finally caved and it was the best decision I've made. My eczema cleared up within 3 days and my skin does not break out.,0,0,StephG7,,,,1
2016-12-10,04_Dec_2016,No,No,No,,5 stars,P4R2497,holy grail,Been using this for years. I have dry sensitive skin and it works wonders. Very happy.,1,1,gypsymarie,,,,1
2016-12-10,04_Dec_2016,No,No,No,,2 stars,P4R2498,Broke me out :(,This moisturizer is very hydrating and made my skin less red. However within a week I broke out so badly in my tzone which normally doesn't happen. I think if you have extremely dry skin and isn't sensitive this might work for you.,0,0,mwake,,,,1
2016-12-09,04_Dec_2016,No,No,Yes,,5 stars,P4R2499,Super Moisturizing,"Hand cream never works for me, but this one left my hands hydrated and not flaking. This will be my new go-to body lotion. It also does not leave a sticky residue like other lotions. It feels like natural skin after 5 minutes or so.",0,0,eeg3460,Combination skin,18-24,,1
2016-12-09,04_Dec_2016,No,No,No,,5 stars,P4R2500,Let Me Just Say This....,"I am SO impressed with this moisturizer. I was pretty hesitant to buy considering it's meant to be super hydrating and I have slightly oily skin. HOWEVER, I went ahead and took the chance and I'm very happy I did. I used it for the first time today after a shower when my skin feels pretty tight. I used about 1-2 pea sized dots and it was prefect. Not greasy at all (which was pleasantly surprising) and it feels light and hydrating on the skin. Would recommend to anyone even with oily skin!",0,0,Genna24,,,,1
2016-12-09,04_Dec_2016,No,No,No,,5 stars,P4R2501,Fantastic,I got the 12 dollar tube and it has lasted me for MONTHS.  Given I only use it on my face once a day.  But it is the best moisturizer I've ever used.  I dont have a need to use any others and it has greatly improved the overall quality of my skin!,0,1,meghanj,Normal skin,18-24,,1
2016-12-09,04_Dec_2016,No,No,No,,5 stars,P4R2502,I like it,I bought the big one. It's thin but it's moisturizing and it never breaks me out or leaves me greasy. It's a good product,0,0,MorganEvan,,,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2503,saving grace,"I originally bought this product because I was experiencing painfully dry skin from hash Colorado winters and from chlorine related dryness. I no longer swim, and therefore no longer have the chlorine side effects, but this moisturizer is still my stand by for dry patches on my face. It sinks into the skin quickly, and I have had no problems putting makeup on over it. If I have a dry spot develop during the day I always reach for this, it blends into makeup really well. The first time I used it, it stung a little, but worked really well and I have never had a problem since!",0,0,Aquagirl22,,,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2504,,AMAZING!  I will never use another moisturizer. I recently purchased the travel size for my purse for my hands. I love that you can use it allover your body and face.,6,0,bellarocks,,25-34,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2505,Perfect for use in the dry winter,This is my go-to cream in the winter months or when it's super dry and cold out.  It hydrates and protects my skin.  Works wonderfully when you're in cold/dry environments. I love it when I'm on a long-haul flight since it's so hydrating.  Also works really well for people with eczema or sensitive skin.,0,0,cici437,Combination skin,25-34,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2506,Life Changing Moisturizer,"I initially bought this product to moisturize my extremely dry face, a side effect of being on Accutane. My dermatologist recommended this cream because I am sensitive to harsh ingredients and scents. I was skeptical at first to use such a thick, moisturizing cream on my face, but continued to use it and had amazing results. After using this product 2 times a day for a week, I saw my skin balance out and the dry patches on my face magically disappeared. Since using this ultra-repair cream, I have also used multiple other products from the FAB brand and rave about them just as much. I highly recommend this product to anyone who has severely dry skin, it is life changing!",0,0,Dana2222,,,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2507,buy it already,"I've gone through 6 tubs of these over the last few years. Needless to say, I love it. I use it everyday, it instantly soaks into my skin with no residue. It also lasts a long time, making it priced great!",0,0,Daylyn,,,,1
2016-12-07,04_Dec_2016,No,No,No,,5 stars,P4R2508,new staple item,I've been using this on my face for over a month now and the difference is amazing. My skin has a healthy glow and I have almost no break outs anymore. This evened out my skin as well as made it softer than it's ever been. It keeps my forehead from getting too oily and faded my acne scars. I can't live without this product.,0,0,marissalg,,,,1
2016-12-07,04_Dec_2016,No,No,No,,3 stars,P4R2509,I expected more,Based on the description and the reviews I expected this cream to provide much needed relief to my dry skin. I didn't find it to be any more moisturizing than less expensive brands for dry skin. Better options out there for less money.,1,0,MrsW11,,,,1
2016-12-06,04_Dec_2016,No,No,No,,5 stars,P4R2510,Great for Eczema,"I bought this lotion on a whim to see if it would help my daughter's eczema, which she seems to get in the winter (she's 2). I have been using it 2x a day for 4 days so far and I can already see a difference. Her skin is super soft and the redness that comes with her eczema is gone. It's a miracle. I love the smooth texture of this and you only need a little bit, too. Will definitely continue to buy!",0,0,chelle3099,Oily skin,35-44,,1
2016-12-06,04_Dec_2016,No,No,No,,5 stars,P4R2511,fixed all my skin problems!,"I have combo skin with hormonal break outs and scaly dryness in my T zone. A mess, I know. It seemed like I had tried everything until I grabbed the small size of this moisturizer. No more flaky spots, or scaliness, and I haven't had any breakouts since using it. Will definitely buy the full size once I'm out! And a little goes a looong way!",0,0,misstaaay9,,,,1
2016-12-05,04_Dec_2016,No,No,No,,5 stars,P4R2512,Amazing for Skin Sensitivities and Issues,"This is a lightweight moisturizer that has a faintly medicinal smell (because there is no perfume or added fragrance). It absorbs into the skin really quickly. It's not for everyone, but if you suffer from eczema, rosacea, or peri-oral dermatitis, this is the cream for you. This cream works better for my skin conditions than any prescription medication and it does not contain harmful steroids. If you are able to get eczema under control but need something else to calm your skin down once you get off steroids, please consider buying this! It has changed my skin.",1,0,hl6787,Dry skin,25-34,,1
2016-12-05,04_Dec_2016,No,No,No,,5 stars,P4R2513,Best Hydrating Moisturizer,"I have sensitive dry skin. This product definitely has intense hydration. Other reviews are saying that this product is a basic cream and it's not worth the hype. I disagree with those reviews. Higher price doesn't necessarily mean it's a better product, many higher brands products are not better for certain skin types. Despite that my skin is sensitive and dry which the minority of cleansers and moisturizers tend to irritate my skin. That is not the case for this product. The consistency of this product applies on smooth, leaving no residue, visible hydration and it lasts for hours. I use this previous to putting primer and foundation on and it last for hours. When removing my foundation I use this as a basic moisturizer and I use the youth to the people, kale + spinach + hyaluronic acid age prevention cream in addition to this moisturizer for intense hydration. Overall, this moisturizer has improved my skin leaving my skin hydrated, smooth and soft. I definitely would recommend the colder season. Overall, colder season must have.",5,0,LexiiiiK,,,,1
2016-12-05,04_Dec_2016,No,No,Yes,,5 stars,P4R2514,Love this product,I have tried numerous moisturizers and this by far exceeds my expectations.,2,0,lillykins,Combination skin,45-54,,1
2016-12-05,04_Dec_2016,No,No,Yes,,5 stars,P4R2515,Great lotion,"I tried the free sample and fell in love. I had a small eczema spot on my elbow and this lotion made it go away after using it only a couple of weeks. Keeps my feet moisturized. Honestly, it doesn't feel like it's super moisturizing, but it is.",1,0,lovejoy218,Normal skin,25-34,,1
2016-12-04,04_Dec_2016,No,No,No,,5 stars,P4R2516,The product name says it all,Wonderfully moisturizing. I was looking for something that'll help with the harsh winters here in Chicago and I found it.,1,0,sochiebabee,,,,1
2016-12-03,27_Nov_2016,No,No,No,,5 stars,P4R2517,New HG moisturizer,"I personally believe that skincare is the best makeup. It's the foundation of your looks and key to that is your moisturizer. 

I have been a loyal customer of Kiehl's and I was using Ultra Facial Cream (and previously the lotion) for over a decade. During those years, I tried many other moisturizers, including various Aesop creams, Caudalie, Embryolisse Lait-Creme, and Josie Maran argan oil. They were other too dry relative to Kiehl's formula, or if they are moisturizing, my skin would soon breakout because the formula contains a lot of mineral oil.

I tried this FAB cream for fun, since I wanted something for suitable for winter and the product contains less funky chemicals compared to Kiehl's Ultra Facial Cream and I LOVE THIS. 

It's slightly more moisturizing that Kiehl's. Not necessarily heavier/ thicker, but I think it stays moist well and this will be appreciated by those of you who use your moisturizer as a makeup base and don't use any primer. I feel that my skin is healthier too.",10,0,aurora26,Normal skin,25-34,,1
2016-11-30,27_Nov_2016,No,No,No,,5 stars,P4R2518,My Holy Grail,"I have super sensitive normal/dry skin. Trying a new lotion is always a gamble. This, however, is amazing. It doesn't upset my skin at all and it is super hydrating!",2,0,Anonymouse0923,,,,1
2016-11-30,27_Nov_2016,No,No,Yes,,5 stars,P4R2519,Buy this!,I first received this product as a sample earlier in the year when it was still very dry and cold. I am so happy I did because this saved my face and eventually my fingers.  have dry/combo skin which is more on the dry side that began to crack on my upper cheeks and my nose. I decided to try this cream seeing it worked for peeps with eczema. The next morning after application the night before my patches were gone and this cream was the only thing i put on my face. At the end of summer I got little bumps on my finger and applied this to the bumps after a couple days they were gone as well. I have been using this ever since and will not go back! a little heavy for summer imo but Id rather have a little oily skin than dry. Buy this it's great!!,2,0,cocotea,Dry skin,18-24,,1
2016-11-30,27_Nov_2016,No,No,No,,4 stars,P4R2520,"Good for ""moisture drenched"" skin","I really like, so the only reason for 4 stars is because I reserve 5 stars for products that are a ""definite LOVE"". It's thick & creamy, a consistency not for everyone as there are other hydrating products without the heavy consistency this one offers. However, it goes on smoothly, leaves no residue, and keeps you hydrated for hours. I recommend for dry skin, although someone of the ""normal"" skin type may find it useful during the winter months.",2,0,shammo,,,,1
2016-11-29,27_Nov_2016,No,No,No,,5 stars,P4R2521,Perfect for winter skin,"After using a high does of prescribed retinol for two years, my skin has become very dry and peel-y. I bought this intending to try it as a facial moisturizer, and if I found it was too heavy, I would just use it for my body. 

Oh my gosh does my face love this stuff! Super intense hydration yet somehow not oily at all. Since I use Dr. Jart's CC in the day time, I use this one at night either alone or over my retinol. I definitely plan to use this all winter!",2,1,Sarah893,Dry skin,18-24,,1
2016-11-28,27_Nov_2016,No,No,No,,5 stars,P4R2522,Life saving cream !!!,"I have severe dry/cracked hands known as occupational ezecma from frequent hand washing at work. I have been to multiple dermatologist which has cost me hundreds +++, they prescribe me moisturisers andlotiins that do not work at all. However, I noticed the sign for this moisturiser stating it's for eczema and had to give it a go for $12. And the results are amazing, my hands have never been so soft in about 10 years and I've only used it for less then 24hours. I put a small amount on my face overnight and I woke up so impressed with how soft my hands were !!! I'm going back to sephora today to invest in a whole heap before I head home where I can't get this !!!!! (Ps, I didn't even know this product had such high reviews when I purchased)",3,1,DanniNZ,,,,1
2016-11-28,27_Nov_2016,No,No,No,,3 stars,P4R2523,ehh,"I bought this bc of how hyped up this product is. But honestly The product wasn't great, it was fine at moisturizing but my skin didn't show a huge difference especially for the price. It was a thicker lotion which I am fine with but under makeup it didn't sit well at all on my skin and somehow made me oiler throughout the day (and I tend to use either an oil as a moisturizer). In the end it just wasn't something that was amazing and totally worth the money",2,0,miaca,,,,1
2016-11-28,27_Nov_2016,No,No,No,,4 stars,P4R2524,really good,It's not super moisturizing but it does supply pretty good moisture. makes my skin super soft the next morning when i put it on before bed. also this is the only product that's ever cleared up my peeling eczema around my nose.,0,0,stephmig,,,,1
2016-11-27,27_Nov_2016,No,No,No,,1 star,P4R2525,Umm??,"I am a frequent hand washer and the horrible soap at my work and the harsh winters of Utah do not help. I had a hooky grail lotion at the grocery store, but became allergic to an ingredient and I've been desperate ever since. I've had a few things about 2/3 way there, but nothing as good. Because of that, I turned fui a more high end solution. I have heard a lot of good things about FAB and the oatmeal appealed to me. WELL IT FREAKING DIDN'T WORK! It's actually dried out my skin!!! I've used it all over my body and my face and it's made it bad.I don't The best one I've found is only like $4. I've only had this happen to me with one other lotion. So frustrating for this to cause reversal. Now I have to try to repair it all. ARG

One thing I'm surprised with is that this wasn't a cream to me. It was like a lotion and the lotion was very liquidy. If it worked, I wouldn't have minded, I just thought it was interesting. Another reason I'm sad this didn't work is because it seemed like it absorbed so well. No greasiness. My hands even stung the first time I used it - the kind it feels like when you are moisturizing very dry hands.

Oh well. Back to the drawing board.",4,3,candybandy,,,,1
2016-11-27,27_Nov_2016,No,No,Yes,,4 stars,P4R2526,Love,"I got a sample of this lotion and it has changed my skin completely! I suffer from combination skin, its super oily but I have dry flakes and patches. Once I started using this lotion on my face, I had little to no dry flakes and my skin was so moisturized it stopped being excessively oily. Also it sinks into my skin so fast and nicely and doesnt feel greasy and gross. I love this thing!!",1,0,CarmenBarajas,Combination skin,13-17,,1
2016-11-25,20_Nov_2016,No,No,No,,3 stars,P4R2527,does not moisturize well,My skin still feels dry after using this. Sits on top of the skin.,3,1,GooL,,25-34,,1
2016-11-25,20_Nov_2016,No,No,No,,4 stars,P4R2528,Good lotion,"This lotion is nice, light, but still moisturizing.  I used it morning and night most of the year.  In winter i prefer a thicker moisturizer for night time, but still use this in the day.",1,0,sdfe,,,,1
2016-11-24,20_Nov_2016,No,No,No,,5 stars,P4R2529,a winter must have!,"Last winter was the worst for my skin, it was the driest my skin has ever been. I even had dry eyelids!! This cream saved me last winter, and I've been hooked ever since! Makes my skin feel hydrated and moisturized without feeling oily. Doesn't sit on top, and actually gets absorbed. Highly recommend it to anyone suffering from dry skin, and eczema.",3,0,snabiha,,,,1
2016-11-23,20_Nov_2016,No,No,No,,5 stars,P4R2530,amazing for dry months,I purchased this product around 2 weeks ago because I was suffering from very dry skin around my nose and mouth due to the weather change and a drying acne medication. I was in desperate need to moisturize my face so I bought the ultra repair cream and the glam glow thirsty mud. I used the thirsty mud over night one night and then used the FAB ultra repair cream as my new winter moisturizer and it's a match made in heaven. If you suffer from dry skin from the change in seasons but you are also oily this is great. I don't get greasy like I did with Clinique's face lotion but the repair cream is a heavy cream that's comfortable on my face. It's my go to for the dry weather!,0,0,Abalko,,,,1
2016-11-22,20_Nov_2016,No,No,No,,5 stars,P4R2531,Help Razor Burn,I'm obsessed! It got rid of the itching and the bumps right away! Definitely going to be buying again,0,0,modelbeauty,,,,1
2016-11-22,20_Nov_2016,No,No,No,,5 stars,P4R2532,Amazing!,I like to use it every morning after washing my face! It also helps my make up looks better!,0,0,Prigusmaoo,Combination skin,25-34,,1
2016-11-21,20_Nov_2016,No,No,No,,5 stars,P4R2533,BEST stuff in the world!,"I'm on my third jar and I cannot get enough! I have some small patches of eczema and dry skin on my elbows and knees, and this cream heals it right up! I love this product for so many reasons. It is intensely moisturizing but very light weight. It takes just a couple minutes to completely soak in, but it also feels like it leaves a thin protective layer over your skin. It is unscented, but has the lightest, freshest smell at first! I have absolutely no complaints, and I recommend this for anyone with any skin type. I even use this on my two toddlers after bath time, and my husband has been caught using some himself, haha.",7,0,facesbyjessica,,,,1
2016-11-21,20_Nov_2016,No,No,No,,5 stars,P4R2534,AWESOME moisturizer!,"I actually have pretty oily skin, so normally I steer clear of ultra-moisturizing products such as this one. After receiving a sample, however, I fell in love! It absorbs so well into my skin and doesn't feel heavy or greasy at all! My skin feels so soft and I've even noticed that my make up goes on much better and my skin texture/tone is improving- even after only one week of use. Don't let the price scare you off! It's a large jar with lots of product and it's totally worth it! It will definitely last me a while. I highly recommend!",0,0,hcp291,,,,1
2016-11-19,13_Nov_2016,No,No,No,,5 stars,P4R2535,love love it!,"I have normal skin, but there are a few dry patches here and there. Every time I apply foundation, it gave me headache. I started using this lotion on my face day and night. After about a week, I did my makeup like normal. Foundation applied so smoothly, I couldn't even find my dry patches. I had some breakouts, as the result of changing lotion so dramatically. But now it has almost healed, and along with it, some weird textures on my skin before are also going away. I can't be happier, already bought more to share with my mom.",0,0,blair823,,,,1
2016-11-18,13_Nov_2016,No,No,No,,5 stars,P4R2536,"Dry, patchy skin","This stuff has transformed by boyfriend's skin. He has very dry, flaky skin and his forehead and cheeks get bad rosacea. Everything he tried ""burned"", so he had just given up until we got this. He slathers it on daily now, and his skin is perfect. No redness or flakes at all and it doesn't burn. This stuff has been a lifesaver!",8,1,abelles,,,,1
2016-11-18,13_Nov_2016,No,No,No,,5 stars,P4R2537,Dry Skin's Worst Enemy/Your New Best Friend,"I have dealt with exceptionally dry, flaky skin since I was a teenager, and after years of trial and error, this is the only moisturizer that works for me- and boy, does it work. Everything else I ever use (even aloe-based moisturizer) makes my skin burn when I use it, and I am incredibly sensitive to nearly everything. FAB Ultra Repair cream in the morning and after taking off makeup at the end of the day changed my life. My normally flaky skin is soft and dewey, and my redness has even become subdued. This stuff is a miracle, and you honestly get a lot for the price. 110% worth it.",3,0,Delphina,,,,1
2016-11-18,13_Nov_2016,No,No,No,,5 stars,P4R2538,lifesaver!,I have extremely sensitive skin with rosacea but I've also been having trouble with dryness as I age. I've tried so many heavy cream options with no luck. This was recommended at one of my store trips and they sent me home with a sample. I returned 3 days later to purchase!  I use this as my nightcream and my dryness is completely gone. No irritation or flare ups with rosacea either. Wish I'd found this sooner!,0,0,klw96,,,,1
2016-11-17,13_Nov_2016,No,No,No,,5 stars,P4R2539,,"I wear this as a night moisturizer. It has a fluffy whipped feeling. Feels great on your skin, light and hydrating without feeling like there is any product actually on.",9,0,CaliCaitlin,,,,1
2016-11-17,13_Nov_2016,No,No,No,,4 stars,P4R2540,impressed,I got a sample in a sephora favorites and I must say I am impressed with how well this moisturizer soaks in. It also doesn't leave a thick layer in skin either. It evens out after it's applied. Definitely going to purchase when my other lotion runs out.,3,1,Jazzymatazz,,,,1
2016-11-17,13_Nov_2016,No,No,No,,5 stars,P4R2541,moisturizing but doesn't clog pores,One of the first face lotions I found actually helped with my combo to dry skin without breaking me out!! Very light!,0,0,MichelleMP,,,,1
2016-11-17,13_Nov_2016,No,No,No,,5 stars,P4R2542,worth the price,"very moisturizing but very lightweight, I use morning and night!",0,0,sierra281,Combination skin,18-24,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2543,First Aid Beauty has resurrected,"I previously did not like this brand but I gave it a second chance because my skin was patchy and dead and let me  tell you what: this is really good stuff. This is great stuff to put on in the morning. It's been long lasting in this Chicago fall weather. If you have some chapping and redness with your dry skin, put this on in the AM and use an oil (maracuja is my personal fave) at night. If you are worried about the price of this, try taking a shower at night instead of in the AM before you splurge on this! Sometimes going outside after a shower into cold weather is too severe of a change for the skin.",0,0,alexoxo23,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2544,Great Cream!,"I have sensitive, dry skin. This is a great Cream that soothes my dry skin without irritating it. Hands down best on the market.",0,0,AshleyP86,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2545,,Love love love! A little goes a long way!,0,0,desdot,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2546,i LOVE this stuff!,"I tried this because of a sample that was sent to me, and i love how it makes my dry skin feel so smooth! The best stuff!",0,0,KarenKhalil,,,,1
2016-11-16,13_Nov_2016,No,No,No,,4 stars,P4R2547,Great lotion,I ordered this lotion after I saw it was an Allure Best of Beauty award winner and it did not disappoint. It is really moisturizing without being too thick and greasy. It has VERY little smell so it's great for girls or guys. I generally prefer a little nice fragrance in my lotion and would have given it five stars if it had. But if you're looking for pure moisture I really recommend giving it a try.,0,0,kimmyfaye,Dry skin,35-44,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2548,,Great product! Does the job and removes all your makeup without feeling harsh.,0,0,kittyrox,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2549,,Love this moisturizer. Can be used anywhere and is so gentle !,0,0,kym09,,,,1
2016-11-16,13_Nov_2016,No,No,No,,4 stars,P4R2550,Very Nice,"I was not sure about this product at first. I had to get used to this cream because it is thick and fast absorbing. It sort of has a medicinal smell which I actually like. Sort of reminds me of Noxema. The size of this product is amazing and well worth the money. I use it on both my face and neck. If I ever run out,  I will definitely purchase this again.",0,0,laneyn,Normal skin,Over54,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2551,great overall,"I love this stuff!  My skin is crazy sensitive and I used a mask on it one night, had a bad reaction.  I put some of this on along with my nightly serum.  By morning my skin was back to normal.  Anytime my skin feels drier than normal or just dry I use this and by the morning its great.  100% recommend.",0,0,llseattle,Dry skin,35-44,,1
2016-11-16,13_Nov_2016,No,No,No,,4 stars,P4R2552,,"This works well on my face and neck area. When I get a flare up of my skin condition it can sting a little on application, but it helps 99% of the time.",1,0,Pebsmax,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2553,search over!,My search for a moisturizing cream ended with this finally. And I'm delighted to say this is the first tube/bottle of any mosturizer EVER that I have run out of. My breakout prone skin is well hydrated and smoother than ever.,0,0,qurratqk,,,,1
