,Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Rating (Review),L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
1300,Positive,,,,Skin,4,4,,,,,, leaving my skin feeling,P4R896,4,03 January 2020,No,Yes,Yes,0,0,,Aging
1301,Positive,,,,Skin,5,5,,,,,, dry,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1302,Positive,,,,Skin,5,5,,,,,, and very oily skin,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1303,Positive,,,,Skin,5,5,,,,,, painful cystic acne,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1304,Positive,,,,Sentiment,5,5,,,,,, TREAT YOURSELF,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1305,Positive,,,,Sentiment,5,5,,,,,, thanks First Aid Beauty,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1306,Positive,,,,Performance,5,5,,,,,, helped my skin issues tremendously,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1307,Positive,,,,Ingredients,5,5,,,,,, has no fillers,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1308,Positive,,,,Ingredients,5,5,,,,,, parabens,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1309,Positive,,,,Ingredients,5,5,,,,,, fragrance,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1310,Positive,,,,Brand,5,5,,,,,, Thanks First Aid Beauty,P4R901,5,27 December 2019,No,Yes,No,0,0,,Acne
1311,Positive,,,,Skin,5,5,,,,,, bumpy KP skin,P4R902,5,26 December 2019,No,Yes,No,1,0,,Acne
1312,Positive,,,,Skin,5,5,,,,,, arms have not been this clear,P4R902,5,26 December 2019,No,Yes,No,1,0,,Acne
1313,Positive,,,,Skin,5,5,,,,,, great moisturizer,P4R902,5,26 December 2019,No,Yes,No,1,0,,Acne
1314,Positive,,,,Sentiment,5,5,,,,,, Its really hard to find creams,P4R902,5,26 December 2019,No,Yes,No,1,0,,Acne
1315,Positive,,,,Odor,5,5,,,,,, doesn’t smell bad either!,P4R902,5,26 December 2019,No,Yes,No,1,0,,Acne
1316,Positive,,,,Skin,5,5,,,,,, saved my and my friends dry flakey skin,P4R904,5,25 December 2019,No,Yes,No,0,0,,Acne
1317,Positive,,,,Brand,5,5,,,,,, begin using this brand at the same time,P4R904,5,25 December 2019,No,Yes,No,0,0,,Acne
1318,Positive,,,,Skin,5,5,,,,,, heals any dry or irritated patches of skin,P4R907,5,20 December 2019,No,Yes,No,0,0,,Acne
1319,Positive,,,,Sentiment,5,5,,,,,, Not to mention my mom is constantly coming into my bathroom,P4R907,5,20 December 2019,No,Yes,No,0,0,,Acne
1320,Positive,,,,Allergy,5,5,,,,,, Doesn’t make me break out,P4R907,5,20 December 2019,No,Yes,No,0,0,,Acne
1321,Positive,,,,Skin,5,5,,,,,, Great for all skin types,P4R908,5,20 December 2019,No,Yes,No,1,0,25-34,
1322,Positive,,,,Skin,5,5,,,,,, have eczema,P4R908,5,20 December 2019,No,Yes,No,1,0,25-34,
1323,Positive,,,,Skin,5,5,,,,,, super oily skin,P4R908,5,20 December 2019,No,Yes,No,1,0,25-34,
1324,Positive,,,,Demographic,5,5,,,,,, kids,P4R908,5,20 December 2019,No,Yes,No,1,0,25-34,
1325,Positive,,,,Skin,5,5,,,,,, red,P4R910,5,18 December 2019,No,Yes,No,0,0,,Redness
1326,Positive,,,,Skin,5,5,,,,,, dry splotchy hands,P4R910,5,18 December 2019,No,Yes,No,0,0,,Redness
1327,Positive,,,,Demographic,5,5,,,,,, in the winter,P4R910,5,18 December 2019,No,Yes,No,0,0,,Redness
1328,Positive,,,,Application,5,5,,,,,, tried so many lotions and hand creams,P4R910,5,18 December 2019,No,Yes,No,0,0,,Redness
1329,Positive,,,,Skin,4,4,,,,,, atopic dermatitis,P4R912,4,14 December 2019,No,Yes,No,0,0,,
1330,Positive,,,,Application,4,4,,,,,, my skin felt less itchy,P4R912,4,14 December 2019,No,Yes,No,0,0,,
1331,Negative,,,,Texture,4,4,,,,,, not exactly a smooth feeling,P4R912,4,14 December 2019,No,Yes,No,0,0,,
1332,Negative,,,,Skin,4,4,,,,,, not moisturizing enough,P4R912,4,14 December 2019,No,Yes,No,0,0,,
1333,Negative,,,,Allergy,4,4,,,,,, tends to pill,P4R912,4,14 December 2019,No,Yes,No,0,0,,
1334,Positive,,,,Skin,5,5,,,,,, slather this on my face at the end of my routine,P4R913,5,14 December 2019,No,Yes,No,0,0,45-54,
1335,Positive,,,,Skin,5,5,,,,,, Perfect for dry skin,P4R913,5,14 December 2019,No,Yes,No,0,0,45-54,
1336,Positive,,,,Skin,5,5,,,,,, combo skin,P4R914,5,12 December 2019,No,Yes,No,1,0,18-24,Acne
1337,Positive,,,,Skin,5,5,,,,,, transformed my skin back to being soft,P4R914,5,12 December 2019,No,Yes,No,1,0,18-24,Acne
1338,Positive,,,,Application,5,5,,,,,, use it every night,P4R914,5,12 December 2019,No,Yes,No,1,0,18-24,Acne
1339,Positive,,,,Skin,5,5,,,,,, really bad eczema,P4R922,5,06 December 2019,No,Yes,No,1,0,,Acne
1340,Positive,,,,Skin,5,5,,,,,, relief itchiness,P4R922,5,06 December 2019,No,Yes,No,1,0,,Acne
1341,Positive,,,,Sentiment,5,5,,,,,, game-changer!!,P4R922,5,06 December 2019,No,Yes,No,1,0,,Acne
1342,Positive,,,,Skin,5,5,,,,,, dry/sensitive skin,P4R925,5,02 December 2019,Yes,Yes,No,1,0,,Sensitivity
1343,Positive,,,,Purchase,5,5,,,,,, Finally purchased the largest size- totally worth it,P4R925,5,02 December 2019,Yes,Yes,No,1,0,,Sensitivity
1344,Positive,,,,Application,5,5,,,,,, over a serum,P4R925,5,02 December 2019,Yes,Yes,No,1,0,,Sensitivity
1345,Positive,,,,Application,5,5,,,,,, but it's fine without too,P4R925,5,02 December 2019,Yes,Yes,No,1,0,,Sensitivity
1346,Positive,,,,Skin,5,5,,,,,, Instant hydration like I’ve never had before,P4R926,5,02 December 2019,No,Yes,No,0,0,,Aging
1347,Positive,,,,Purchase,5,5,,,,,, Glad I purchased,P4R926,5,02 December 2019,No,Yes,No,0,0,,Aging
1348,Positive,,,,Application,5,5,,,,,, my face,P4R926,5,02 December 2019,No,Yes,No,0,0,,Aging
1349,Positive,,,,Application,5,5,,,,,, my hands daily,P4R926,5,02 December 2019,No,Yes,No,0,0,,Aging
1350,Positive,,,,Skin,3,3,,,,,, very very dry skin,P4R927,3,02 December 2019,No,No,No,0,0,,Acne
1351,Positive,,,,Skin,3,3,,,,,,,P4R927,3,02 December 2019,No,No,No,0,0,,Acne
1352,Positive,,,,Motivation,3,3,,,,,, because they were out of the original,P4R927,3,02 December 2019,No,No,No,0,0,,Acne
1353,Negative,,,,Competitor,3,3,,,,,, switched to ole henricksen nourish me instead.,P4R927,3,02 December 2019,No,No,No,0,0,,Acne
1354,Negative,,,,Application,3,3,,,,,, apply many layers to feel relatively moisturized,P4R927,3,02 December 2019,No,No,No,0,0,,Acne
1355,Positive,,,,Skin,5,5,,,,,, Heals dry itchy skin,P4R929,5,27 November 2019,No,Yes,No,1,0,,Acne
1356,Positive,,,,Brand,5,5,,,,,, tried many ie clinique,P4R929,5,27 November 2019,No,Yes,No,1,0,,Acne
1357,Positive,,,,Brand,5,5,,,,,,,P4R929,5,27 November 2019,No,Yes,No,1,0,,Acne
1358,Negative,,,,Competitor,5,5,,,,,, some citrus something blah blah,P4R929,5,27 November 2019,No,Yes,No,1,0,,Acne
1359,Positive,,,,Skin,5,5,,,,,, incredibly dry,P4R931,5,25 November 2019,No,Yes,No,0,0,,Redness
1360,Positive,,,,Skin,5,5,,,,,, sensitive skin,P4R931,5,25 November 2019,No,Yes,No,0,0,,Redness
1361,Positive,,,,Skin,5,5,,,,,, reduced redness,P4R931,5,25 November 2019,No,Yes,No,0,0,,Redness
1362,Positive,,,,Sentiment,5,5,,,,,, product has changed my life,P4R931,5,25 November 2019,No,Yes,No,0,0,,Redness
1363,Positive,,,,Skin,4,4,,,,,, controlling my eczema,P4R932,4,23 November 2019,No,Yes,No,0,0,18-24,Sun Damage
1364,Positive,,,,Odor,4,4,,,,,, like the smell,P4R932,4,23 November 2019,No,Yes,No,0,0,18-24,Sun Damage
1365,Positive,,,,Skin,5,5,,,,,, recent acne flair up,P4R933,5,22 November 2019,No,Yes,No,0,0,,Acne
1366,Positive,,,,Performance,5,5,,,,,, amazing.,P4R933,5,22 November 2019,No,Yes,No,0,0,,Acne
1367,Positive,,,,Demographic,5,5,,,,,, dry winter months,P4R933,5,22 November 2019,No,Yes,No,0,0,,Acne
1368,Positive,,,,Brand,5,5,,,,,, I had heard good things about the brand on YouTube.,P4R933,5,22 November 2019,No,Yes,No,0,0,,Acne
1369,Positive,,,,Skin,5,5,,,,,, super dry and peels,P4R934,5,22 November 2019,No,Yes,No,3,0,Over54,Dark Circles
1370,Positive,,,,Skin,5,5,,,,,, cracks,P4R934,5,22 November 2019,No,Yes,No,3,0,Over54,Dark Circles
1371,Positive,,,,Application,5,5,,,,,, any kind of foundation,P4R934,5,22 November 2019,No,Yes,No,3,0,Over54,Dark Circles
1372,Positive,,,,Skin,5,5,,,,,, very sensitive skin,P4R936,5,19 November 2019,No,Yes,No,1,0,,Sensitivity
1373,Positive,,,,Sentiment,5,5,,,,,, has always been my go to,P4R936,5,19 November 2019,No,Yes,No,1,0,,Sensitivity
1374,Positive,,,,Skin,5,5,,,,,, dry skin,P4R937,5,18 November 2019,No,Yes,No,1,0,25-34,Aging
1375,Positive,,,,Skin,5,5,,,,,, eczema,P4R937,5,18 November 2019,No,Yes,No,1,0,25-34,Aging
1376,Positive,,,,Packaging,5,5,,,,,, great value for the size,P4R937,5,18 November 2019,No,Yes,No,1,0,25-34,Aging
1377,Positive,,,,Skin,5,5,,,,,, itchiest skin,P4R938,5,17 November 2019,No,Yes,No,1,0,,Acne
1378,Positive,,,,Demographic,5,5,,,,,, in the winter,P4R938,5,17 November 2019,No,Yes,No,1,0,,Acne
1379,Positive,,,,Skin,5,5,,,,,, Super moisturizing,P4R939,5,16 November 2019,No,Yes,No,1,0,,Acne
1380,Positive,,,,Skin,5,5,,,,,, doesn’t clog pores,P4R939,5,16 November 2019,No,Yes,No,1,0,,Acne
1381,Positive,,,,Demographic,5,5,,,,,, my husband uses it,P4R939,5,16 November 2019,No,Yes,No,1,0,,Acne
1382,Positive,,,,Competitor,5,5,,,,,, drunk elephant!,P4R939,5,16 November 2019,No,Yes,No,1,0,,Acne
1383,Positive,,,,Allergy,5,5,,,,,, doesn’t clog pores,P4R939,5,16 November 2019,No,Yes,No,1,0,,Acne
1384,Positive,,,,Skin,5,5,,,,,, acne problems,P4R946,5,10 November 2019,No,Yes,Yes,0,0,,Acne
1385,Positive,,,,Skin,5,5,,,,,, dry skin,P4R946,5,10 November 2019,No,Yes,Yes,0,0,,Acne
1386,Positive,,,,Skin,5,5,,,,,, flakiness around my mouth,P4R947,5,09 November 2019,No,Yes,No,0,0,,Acne
1387,Positive,,,,Skin,5,5,,,,,, this random patch of scaly skin on my neck,P4R947,5,09 November 2019,No,Yes,No,0,0,,Acne
1388,Positive,,,,Skin,5,5,,,,,, extremely dry skin,P4R948,5,07 November 2019,No,Yes,No,1,0,,Acne
1389,Positive,,,,Sentiment,5,5,,,,,, best moisturizer I have ever used,P4R948,5,07 November 2019,No,Yes,No,1,0,,Acne
1390,Positive,,,,Price,5,5,,,,,, worth every penny!,P4R948,5,07 November 2019,No,Yes,No,1,0,,Acne
1391,Positive,,,,Skin,4,4,,,,,, dry and sensitive skin,P4R949,4,06 November 2019,No,Yes,No,1,0,,Dark Circles
1392,Positive,,,,Skin,4,4,,,,,, eczema too,P4R949,4,06 November 2019,No,Yes,No,1,0,,Dark Circles
1393,Negative,,,,Texture,4,4,,,,,, quite heavy on the skin,P4R949,4,06 November 2019,No,Yes,No,1,0,,Dark Circles
1394,Positive,,,,Skin,5,5,,,,,, I have keratosis Pilaris,P4R950,5,03 November 2019,No,Yes,No,1,0,,Dark Circles
1395,Positive,,,,Skin,5,5,,,,,, moisturize the skin,P4R950,5,03 November 2019,No,Yes,No,1,0,,Dark Circles
1396,Positive,,,,Demographic,5,5,,,,,, colder months,P4R950,5,03 November 2019,No,Yes,No,1,0,,Dark Circles
1397,Positive,,,,Skin,5,5,,,,,, skin feels great,P4R951,5,03 November 2019,No,Yes,No,0,0,,Acne
1398,Positive,,,,Sentiment,5,5,,,,,, favorite moisturizer,P4R951,5,03 November 2019,No,Yes,No,0,0,,Acne
1399,Positive,,,,Application,5,5,,,,,, use this in the morning,P4R951,5,03 November 2019,No,Yes,No,0,0,,Acne
1400,Positive,,,,Skin,5,5,,,,,, soothing my eczema,P4R953,5,01 November 2019,No,Yes,No,1,0,,Aging
1401,Positive,,,,Skin,5,5,,,,,, anti-aging skin cream,P4R953,5,01 November 2019,No,Yes,No,1,0,,Aging
1402,Positive,,,,Purchase,5,5,,,,,, bought multiple times,P4R953,5,01 November 2019,No,Yes,No,1,0,,Aging
1403,Positive,,,,Odor,5,5,,,,,, pleasant scent,P4R953,5,01 November 2019,No,Yes,No,1,0,,Aging
1404,Positive,,,,Demographic,5,5,,,,,, mom is 63,P4R953,5,01 November 2019,No,Yes,No,1,0,,Aging
1405,Positive,,,,Skin,5,5,,,,,, fairly normal skin,P4R956,5,25 October 2019,No,Yes,No,0,0,,Acne
1406,Positive,,,,Price,5,5,,,,,, amount you get its an amazing deal,P4R956,5,25 October 2019,No,Yes,No,0,0,,Acne
1407,Positive,,,,Odor,5,5,,,,,, odor,P4R956,5,25 October 2019,No,Yes,No,0,0,,Acne
1408,Positive,,,,Skin,5,5,,,,,, not only acne but just redness,P4R957,5,24 October 2019,No,Yes,No,0,0,,Acne
1409,Positive,,,,Sentiment,5,5,,,,,, my face exploded.,P4R957,5,24 October 2019,No,Yes,No,0,0,,Acne
1410,Positive,,,,Brand,5,5,,,,,, Dr. Andrew Weil for Origins,P4R957,5,24 October 2019,No,Yes,No,0,0,,Acne
1411,Positive,,,,Skin,3,3,,,,,, relieves itching,P4R959,3,17 October 2019,No,No,No,1,0,,Dark Circles
1412,Positive,,,,Skin,3,3,,,,,, makes your tattoos pop nicely,P4R959,3,17 October 2019,No,No,No,1,0,,Dark Circles
1413,Positive,,,,Odor,3,3,,,,,, fragrance free,P4R959,3,17 October 2019,No,No,No,1,0,,Dark Circles
1414,Negative,,,,Texture,3,3,,,,,, feels a little greasy,P4R959,3,17 October 2019,No,No,No,1,0,,Dark Circles
1415,Negative,,,,Skin,3,3,,,,,, isn't hydrating,P4R959,3,17 October 2019,No,No,No,1,0,,Dark Circles
1416,Positive,,,,Skin,5,5,,,,,, prevent dry skin,P4R964,5,10 October 2019,No,Yes,No,0,0,,
1417,Positive,,,,Skin,5,5,,,,,, baby acne,P4R964,5,10 October 2019,No,Yes,No,0,0,,
1418,Positive,,,,Motivation,5,5,,,,,, originally got a free sample of this,P4R964,5,10 October 2019,No,Yes,No,0,0,,
1419,Positive,,,,Skin,5,5,,,,,, pretty mild eczema,P4R970,5,01 October 2019,No,Yes,No,0,0,,Blackheads
1420,Positive,,,,Performance,5,5,,,,,, my eczema was flaring much more,P4R970,5,01 October 2019,No,Yes,No,0,0,,Blackheads
1421,Positive,,,,Performance,5,5,,,,,, stops itching/burning,P4R970,5,01 October 2019,No,Yes,No,0,0,,Blackheads
1422,Positive,,,,Performance,5,5,,,,,, redness gone,P4R970,5,01 October 2019,No,Yes,No,0,0,,Blackheads
1423,Negative,,,,Competitor,5,5,,,,,, prescription cream I used to use has changed,P4R970,5,01 October 2019,No,Yes,No,0,0,,Blackheads
1424,Positive,,,,Skin,5,5,,,,,, face was peeling,P4R971,5,01 October 2019,No,Yes,No,0,0,,Aging
1425,Positive,,,,Skin,5,5,,,,,, healed it all,P4R971,5,01 October 2019,No,Yes,No,0,0,,Aging
1426,Positive,,,,Application,5,5,,,,,, Just started using Tretinoin,P4R971,5,01 October 2019,No,Yes,No,0,0,,Aging
1427,Positive,,,,Skin,5,5,,,,,, soothing and it makes skin look much better,P4R976,5,15 September 2019,No,Yes,No,0,0,,Acne
1428,Positive,,,,Performance,5,5,,,,,, works awesome as a protectant,P4R976,5,15 September 2019,No,Yes,No,0,0,,Acne
1429,Positive,,,,Motivation,5,5,,,,,, today I came to realize I have taken it for granted,P4R976,5,15 September 2019,No,Yes,No,0,0,,Acne
1430,Positive,,,,Allergy,5,5,,,,,, suffering from some odd and excruciating allergic reaction,P4R976,5,15 September 2019,No,Yes,No,0,0,,Acne
1431,Positive,,,,Skin,5,5,,,,,, completely gets rid of the dryness,P4R977,5,15 September 2019,No,Yes,No,2,0,,Acne
1432,Positive,,,,Odor,5,5,,,,,, isn’t entirely fragrance free,P4R977,5,15 September 2019,No,Yes,No,2,0,,Acne
1433,Positive,,,,Application,5,5,,,,,, my makeup applies so much better,P4R977,5,15 September 2019,No,Yes,No,2,0,,Acne
1434,Negative,,,,Competitor,5,5,,,,,, prescription acne medication,P4R977,5,15 September 2019,No,Yes,No,2,0,,Acne
1435,Positive,,,,Skin,5,5,,,,,, I have psoriasis,P4R979,5,13 September 2019,No,Yes,No,10,0,,Aging
1436,Positive,,,,Performance,5,5,,,,,, kept them under control,P4R979,5,13 September 2019,No,Yes,No,10,0,,Aging
1437,Positive,,,,Skin,5,5,,,,,, very dry,P4R981,5,09 September 2019,No,Yes,No,1,0,,Aging
1438,Positive,,,,Performance,5,5,,,,,, stuff is amazing for cold weather,P4R981,5,09 September 2019,No,Yes,No,1,0,,Aging
1439,Positive,,,,Demographic,5,5,,,,,, colder times of the year,P4R981,5,09 September 2019,No,Yes,No,1,0,,Aging
1440,Positive,,,,Skin,4,4,,,,,, horrendously dry,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1441,Positive,,,,Skin,4,4,,,,,, sensitive,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1442,Positive,,,,Skin,4,4,,,,,, combo skin,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1443,Positive,,,,Demographic,4,4,,,,,, live in Buffalo,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1444,Positive,,,,Demographic,4,4,,,,,, NY,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1445,Negative,,,,Texture,4,4,,,,,, can feel a little heavy or greasy,P4R982,4,05 September 2019,No,Yes,No,0,0,,Acne
1446,Positive,,,,Skin,5,5,,,,,, hydrated,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1447,Positive,,,,Price,5,5,,,,,, pricy,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1448,Positive,,,,Performance,5,5,,,,,, easily,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1449,Positive,,,,Demographic,5,5,,,,,, winter time,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1450,Positive,,,,Demographic,5,5,,,,,, whenever my hands/feet are starting,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1451,Negative,,,,Odor,5,5,,,,,, bit of a smell,P4R986,5,01 September 2019,No,Yes,No,0,0,,Aging
1452,Positive,,,,Skin,5,5,,,,,, sooth my sensative skin,P4R989,5,27 August 2019,No,Yes,No,0,0,,Blackheads
1453,Positive,,,,Skin,5,5,,,,,, repair cream healed those bumps,P4R989,5,27 August 2019,No,Yes,No,0,0,,Blackheads
1454,Negative,,,,Competitor,5,5,,,,,, Estee lauder night cream,P4R989,5,27 August 2019,No,Yes,No,0,0,,Blackheads
1455,Positive,,,,Skin,5,5,,,,,, combination of  dry,P4R995,5,17 August 2019,No,Yes,No,0,0,,Acne
1456,Positive,,,,Skin,5,5,,,,,, irritate,P4R995,5,17 August 2019,No,Yes,No,0,0,,Acne
1457,Positive,,,,Skin,5,5,,,,,, felt refreshed,P4R996,5,17 August 2019,No,Yes,No,0,0,,Aging
1458,Positive,,,,Motivation,5,5,,,,,, others started asking about me,P4R996,5,17 August 2019,No,Yes,No,0,0,,Aging
1459,Positive,,,,Skin,5,5,,,,,, extremely dry skin,P4R998,5,14 August 2019,No,Yes,No,0,0,,Redness
1460,Positive,,,,Skin,5,5,,,,,, not cracked anymore,P4R998,5,14 August 2019,No,Yes,No,0,0,,Redness
1461,Positive,,,,Skin,5,5,,,,,, my body and face super soft,P4R1000,5,14 August 2019,No,Yes,No,0,0,,Acne
1462,Positive,,,,Sentiment,5,5,,,,,, love love love,P4R1000,5,14 August 2019,No,Yes,No,0,0,,Acne
1463,Positive,,,,Price,5,5,,,,,, better price if you already use it everyday,P4R1000,5,14 August 2019,No,Yes,No,0,0,,Acne
1464,Positive,,,,Packaging,5,5,,,,,, 8 oz now because the tub,P4R1000,5,14 August 2019,No,Yes,No,0,0,,Acne
1465,Positive,,,,Brand,5,5,,,,,, tried a bunch of high end moisturizers,P4R1000,5,14 August 2019,No,Yes,No,0,0,,Acne
1466,Positive,,,,Skin,5,5,,,,,, major difference in my skin,P4R1001,5,13 August 2019,No,Yes,No,0,0,,Blackheads
1467,Positive,,,,Sentiment,5,5,,,,,, Hands down in as little as 1 week,P4R1001,5,13 August 2019,No,Yes,No,0,0,,Blackheads
1468,Positive,,,,Skin,5,5,,,,,, peeling started,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1469,Positive,,,,Skin,5,5,,,,,, dry,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1470,Positive,,,,Skin,5,5,,,,,, scaly spots,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1471,Positive,,,,Skin,5,5,,,,,, really dry,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1472,Positive,,,,Skin,5,5,,,,,, scaly,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1473,Positive,,,,Motivation,5,5,,,,,, accidentally overused acids,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1474,Positive,,,,Motivation,5,5,,,,,, Black Friday,P4R1002,5,12 August 2019,No,Yes,No,2,0,,Acne
1475,Positive,,,,Skin,4,4,,,,,, my hands feel red/irritated,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1476,Positive,,,,Skin,4,4,,,,,, with sensitive skin,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1477,Positive,,,,Odor,4,4,,,,,, clean,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1478,Positive,,,,Odor,4,4,,,,,, natural soapy scent,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1479,Negative,,,,Texture,4,4,,,,,, whipped creamy texture,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1480,Negative,,,,Skin,4,4,,,,,, my hands feel red/irritated,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1481,Negative,,,,Skin,4,4,,,,,, with sensitive skin,P4R1003,4,11 August 2019,No,Yes,No,0,0,25-34,Blackheads
1482,Positive,,,,Skin,4,4,,,,,, wonderful cream for sensitive skin,P4R1004,4,11 August 2019,No,Yes,No,0,0,,Acne
1483,Positive,,,,Skin,4,4,,,,,, eczema prone skin,P4R1004,4,11 August 2019,No,Yes,No,0,0,,Acne
1484,Negative,,,,Allergy,4,4,,,,,, broke me out a few times,P4R1004,4,11 August 2019,No,Yes,No,0,0,,Acne
1485,Positive,,,,Skin,5,5,,,,,, eczema that flares up,P4R1005,5,09 August 2019,No,Yes,No,0,0,,Acne
1486,Positive,,,,Skin,5,5,,,,,, moisturizers three times the price,P4R1005,5,09 August 2019,No,Yes,No,0,0,,Acne
1487,Positive,,,,Sentiment,5,5,,,,,, tried moisturizers three times the price and they just don’t compare,P4R1005,5,09 August 2019,No,Yes,No,0,0,,Acne
1488,Positive,,,,Skin,5,5,,,,,, very hydrated,P4R1006,5,08 August 2019,No,Yes,No,0,0,,Aging
1489,Negative,,,,Texture,5,5,,,,,, its heavy,P4R1006,5,08 August 2019,No,Yes,No,0,0,,Aging
1490,Positive,,,,Skin,5,5,,,,,, extremely cystic acne prone skin,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1491,Positive,,,,Skin,5,5,,,,,, extremely moisturizing,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1492,Positive,,,,Purchase,5,5,,,,,, consider this to be an excellent buy,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1493,Positive,,,,Demographic,5,5,,,,,, my pregnancy,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1494,Positive,,,,Demographic,5,5,,,,,,,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1495,Positive,,,,Application,5,5,,,,,, wear it under my makeup,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1496,Positive,,,,Allergy,5,5,,,,,, didn't irritate it or make me break out,P4R1009,5,06 August 2019,No,Yes,No,0,0,,Acne
1497,Positive,,,,Skin,1,1,,,,,, Wasn't for this girl's parched skin,P4R1012,1,03 August 2019,No,No,Yes,3,0,,Acne
1498,Negative,,,,Application,1,1,,,,,, didn't like the way my skin felt when touching it,P4R1012,1,03 August 2019,No,No,Yes,3,0,,Acne
1499,Positive,,,,Skin,5,5,,,,,, love this! I have dry skin,P4R1016,5,27 July 2019,No,Yes,No,0,0,,Acne
1500,Positive,,,,Price,5,5,,,,,, $38 for a huge tube,P4R1016,5,27 July 2019,No,Yes,No,0,0,,Acne
1501,Positive,,,,Price,5,5,,,,,, it’s a steal!,P4R1016,5,27 July 2019,No,Yes,No,0,0,,Acne
1502,Positive,,,,Motivation,5,5,,,,,, after researching online,P4R1016,5,27 July 2019,No,Yes,No,0,0,,Acne
1503,Positive,,,,Application,5,5,,,,,, deep cleanser I also reviewed,P4R1016,5,27 July 2019,No,Yes,No,0,0,,Acne
1504,Positive,,,,Skin,5,5,,,,,, very sensitive skin,P4R1017,5,25 July 2019,No,Yes,No,0,0,,Acne
1505,Positive,,,,Skin,5,5,,,,,, with eczema,P4R1017,5,25 July 2019,No,Yes,No,0,0,,Acne
1506,Positive,,,,Skin,5,5,,,,,, breakouts,P4R1017,5,25 July 2019,No,Yes,No,0,0,,Acne
1507,Positive,,,,Price,5,5,,,,,, worth every penny,P4R1017,5,25 July 2019,No,Yes,No,0,0,,Acne
1508,Positive,,,,Skin,4,4,,,,,, moderate rosacea,P4R1018,4,24 July 2019,No,Yes,No,0,0,,Acne
1509,Positive,,,,Skin,4,4,,,,,, dry skin,P4R1018,4,24 July 2019,No,Yes,No,0,0,,Acne
1510,Positive,,,,Skin,5,5,,,,,, very sensitive acne prone skin,P4R1019,5,23 July 2019,No,Yes,No,0,2,,Acne
1511,Positive,,,,Skin,5,5,,,,,, calm my skin,P4R1019,5,23 July 2019,No,Yes,No,0,2,,Acne
1512,Positive,,,,Performance,5,5,,,,,, removes my makeup,P4R1019,5,23 July 2019,No,Yes,No,0,2,,Acne
1513,Positive,,,,Performance,5,5,,,,,, oils or dirt,P4R1019,5,23 July 2019,No,Yes,No,0,2,,Acne
1514,Positive,,,,Skin,5,5,,,,,, acne scars have noticeably faded,P4R1020,5,20 July 2019,No,Yes,No,1,0,,Acne
1515,Positive,,,,Skin,5,5,,,,,, skin hasn’t felt this amazing,P4R1020,5,20 July 2019,No,Yes,No,1,0,,Acne
1516,Positive,,,,Price,5,5,,,,,, It’s 10 dollars at Marshall’s,P4R1020,5,20 July 2019,No,Yes,No,1,0,,Acne
