Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without making my skin look nor feel greasy,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,52,4.788461538461538,1, Very gentle,11,10,4.9,4.909090909090909,, amount you use is important,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,52,4.788461538461538,0, combination acne prone skin,13,10,4.8,4.6923076923076925,, good,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Packaging,52,4.788461538461538,1, Very gentle,11,10,4.9,4.909090909090909,, standard moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, making it my permanent moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, intense acne,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, protect and nourish my damaged moisture,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Skin,699,4.816881258941344,15, first tried this moisturizer as a free sample,8,7,5.0,5.0,, damaged moisture barrier,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Application,74,4.797297297297297,0, Very gentle,16,15,4.866666666666666,4.8125,, my face and neck,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without making my skin look nor feel greasy,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Packaging,52,4.788461538461538,1, Very gentle,11,10,4.9,4.909090909090909,, amount you use is important,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Packaging,52,4.788461538461538,0, combination acne prone skin,13,10,4.8,4.6923076923076925,, good,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Packaging,52,4.788461538461538,1, Very gentle,11,10,4.9,4.909090909090909,, standard moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Negative,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, making it my permanent moisturizer,P4R651,5,06 July 2020,No,Yes,No,16,2,13-17,Blackheads
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R653,4,04 July 2020,No,Yes,Yes,5,0,,Acne
Positive,,,,Skin,700,4.817142857142857,40, thicker,12,12,4.916666666666667,4.916666666666667,, really helped my dryness,P4R653,4,04 July 2020,No,Yes,Yes,5,0,,Acne
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R653,4,04 July 2020,No,Yes,Yes,5,0,,Acne
Negative,,,,Skin,699,4.816881258941344,40, thicker,12,12,4.916666666666667,4.916666666666667,, really helped my dryness,P4R653,4,04 July 2020,No,Yes,Yes,5,0,,Acne
Positive,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, nice texture,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Negative,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, nice texture,P4R654,3,02 July 2020,No,No,No,8,0,45-54,Aging
Positive,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, love the texture,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, skin loves it,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Negative,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, love the texture,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, skin loves it,P4R655,5,01 July 2020,No,Yes,No,0,0,,Aging
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, because of the ingredients,P4R656,2,29 June 2020,No,No,No,3,4,,Acne
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, because of the ingredients,P4R656,2,29 June 2020,No,No,No,3,4,,Acne
Positive,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, boyfriend,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Positive,,,,Skin,700,4.817142857142857,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, mostly dry,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Positive,,,,Skin,700,4.817142857142857,35, thicker,7,7,4.0,4.0,,,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Negative,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, boyfriend,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Negative,,,,Skin,699,4.816881258941344,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, mostly dry,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Negative,,,,Skin,699,4.816881258941344,36, thicker,7,7,4.0,4.0,,,P4R660,5,26 June 2020,No,Yes,No,7,1,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, love this product,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,700,4.817142857142857,2, pcos so,29,29,4.896551724137931,4.896551724137931,, my skin looked more hydrated,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs into the skin fast,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, leaves no residue on the skin,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, love this product,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Negative,,,,Skin,699,4.816881258941344,2, pcos so,29,29,4.896551724137931,4.896551724137931,, my skin looked more hydrated,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Negative,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs into the skin fast,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Negative,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, leaves no residue on the skin,P4R662,5,25 June 2020,No,Yes,No,6,0,,Acne
Positive,,,,Packaging,52,4.788461538461538,3, dark acne scars,12,12,4.916666666666667,4.916666666666667,, bring back the 8oz squeeze bottle please,P4R663,5,22 June 2020,No,Yes,No,37,0,,Acne
Negative,,,,Packaging,52,4.788461538461538,3, dark acne scars,12,12,4.916666666666667,4.916666666666667,, bring back the 8oz squeeze bottle please,P4R663,5,22 June 2020,No,Yes,No,37,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, always find myself coming back to this one,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, it’s so hydrating,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, skin just looks so much healthier,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, ingredients are bomb for my sensitive skin,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, always find myself coming back to this one,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, it’s so hydrating,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, skin just looks so much healthier,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, ingredients are bomb for my sensitive skin,P4R665,5,21 June 2020,No,Yes,No,7,0,,Acne
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, great price for the quantity,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, isn't full of unnecessary ingredients,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, balance of hydration,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without leaving a greasy residue,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Demographic,54,4.962962962962963,1, Very gentle,31,31,4.838709677419355,4.838709677419355,, winter months,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, great price for the quantity,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, isn't full of unnecessary ingredients,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, balance of hydration,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without leaving a greasy residue,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Negative,,,,Demographic,54,4.962962962962963,1, Very gentle,31,31,4.838709677419355,4.838709677419355,, winter months,P4R666,5,19 June 2020,No,Yes,No,2,1,,Acne
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry textured skin,P4R667,5,19 June 2020,No,Yes,No,1,0,,Dark Circles
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry textured skin,P4R667,5,19 June 2020,No,Yes,No,1,0,,Dark Circles
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, really reaaally sensitive skin,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, helped with my redness,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price is fair,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, really reaaally sensitive skin,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, helped with my redness,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price is fair,P4R668,5,18 June 2020,No,Yes,No,5,0,,Acne
Positive,,,,Skin,700,4.817142857142857,21, combination acne prone skin,32,32,4.96875,4.96875,, fungal acne,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,700,4.817142857142857,30, combination skin,15,15,4.733333333333333,4.733333333333333,, rosacea,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, smell is very light,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, heavyweight on my skin,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, but it's not,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Application,74,4.797297297297297,10, calm any redness,6,6,5.0,5.0,, apply it after B5 serum,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Skin,699,4.816881258941344,21, combination acne prone skin,32,32,4.96875,4.96875,, fungal acne,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Skin,699,4.816881258941344,30, combination skin,14,14,4.714285714285714,4.714285714285714,, rosacea,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, smell is very light,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, heavyweight on my skin,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, but it's not,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Negative,,,,Application,74,4.797297297297297,10, calm any redness,6,6,5.0,5.0,, apply it after B5 serum,P4R669,5,16 June 2020,No,Yes,No,10,0,,Acne
Positive,,,,Skin,700,4.817142857142857,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, Normal to oily skin,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, got rid of the redness,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,700,4.817142857142857,32, SUPER dry skin,6,6,4.833333333333333,4.833333333333333,, peeling immediately,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, It also works amazing,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs into the skin not leaving me greasy,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, This is cheap,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Skin,699,4.816881258941344,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, Normal to oily skin,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, got rid of the redness,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Skin,699,4.816881258941344,32, SUPER dry skin,6,6,4.833333333333333,4.833333333333333,, peeling immediately,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, It also works amazing,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs into the skin not leaving me greasy,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, This is cheap,P4R670,5,15 June 2020,Yes,Yes,No,10,0,13-17,Acne
Positive,,,,Skin,700,4.817142857142857,3, Read reviews on this product,24,23,4.869565217391305,4.875,, my forehead was still flaking and dry ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,700,4.817142857142857,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, significant change,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, went into the Sephora seeking some help,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, I’m not a fan of the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, thick enough to rub into skin ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, doesn’t leave any greasiness,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, I love it and as long as it keeps working for my skin,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Skin,699,4.816881258941344,3, Read reviews on this product,24,23,4.869565217391305,4.875,, my forehead was still flaking and dry ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Skin,699,4.816881258941344,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, significant change,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, went into the Sephora seeking some help,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, I’m not a fan of the smell,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, thick enough to rub into skin ,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, doesn’t leave any greasiness,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Negative,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, I love it and as long as it keeps working for my skin,P4R671,4,15 June 2020,No,Yes,No,9,0,,Aging
Positive,,,,Skin,700,4.817142857142857,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, combination/oily skin,P4R672,5,14 June 2020,Yes,Yes,No,3,1,,
Positive,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, cracks have healed,P4R672,5,14 June 2020,Yes,Yes,No,3,1,,
Negative,,,,Skin,699,4.816881258941344,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, combination/oily skin,P4R672,5,14 June 2020,Yes,Yes,No,3,1,,
Negative,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, cracks have healed,P4R672,5,14 June 2020,Yes,Yes,No,3,1,,
Positive,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, sample packets of the FAB,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,700,4.817142857142857,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Skin,700,4.817142857142857,35, thicker,7,7,4.0,4.0,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, thicker side,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,241,4.775933609958506,15, fungal acne,10,10,4.6,4.6,, so soft,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,241,4.775933609958506,0, absorbs very well,10,10,4.5,4.5,, smooth,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,241,4.775933609958506,21, does NOT leave skin oily/greasy,3,3,3.6666666666666665,3.6666666666666665,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, sample packets of the FAB,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Skin,699,4.816881258941344,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Skin,699,4.816881258941344,36, thicker,7,7,4.0,4.0,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, thicker side,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Texture,241,4.775933609958506,15, fungal acne,10,10,4.6,4.6,, so soft,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Texture,241,4.775933609958506,0, absorbs very well,10,10,4.5,4.5,, smooth,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Negative,,,,Texture,241,4.775933609958506,21, does NOT leave skin oily/greasy,3,3,3.6666666666666665,3.6666666666666665,,,P4R673,1,13 June 2020,No,No,No,26,0,,Aging
Positive,,,,Texture,241,4.775933609958506,2, absorbs it immediately,14,12,4.833333333333333,4.857142857142857,, SO hydrating,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, doesn't just sit on top,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Texture,241,4.775933609958506,2, absorbs it immediately,14,12,4.833333333333333,4.857142857142857,, SO hydrating,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Texture,241,4.775933609958506,16, good hydrating moisturizer,17,17,4.823529411764706,4.823529411764706,, doesn't just sit on top,P4R674,5,13 June 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, Clinique's Dramatically Different,P4R675,3,13 June 2020,No,No,No,4,2,,Acne
Negative,,,,Brand,34,4.764705882352941,0, Very gentle,27,23,4.695652173913044,4.703703703703703,, Clinique's Dramatically Different,P4R675,3,13 June 2020,No,No,No,4,2,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, my holy grail moisturizer,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,33, price is worth it,12,12,4.75,4.75,, dry and sensitive skin,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Positive,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, been through a few empties of this item,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, my holy grail moisturizer,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,33, price is worth it,12,12,4.75,4.75,, dry and sensitive skin,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Negative,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, been through a few empties of this item,P4R676,5,13 June 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Positive,,,,Skin,700,4.817142857142857,1, bumps my rash had,8,8,5.0,5.0,, doesn't break me out,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Positive,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, my mid 40s,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Positive,,,,Allergy,44,4.840909090909091,0, very dry T-Zone quickly,23,22,4.909090909090909,4.869565217391305,, doesn't leave a greasy,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Positive,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will be the 3rd time I have purchased,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Positive,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, Highly recommend this.,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Skin,699,4.816881258941344,1, bumps my rash had,8,8,5.0,5.0,, doesn't break me out,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, my mid 40s,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Allergy,44,4.840909090909091,0, very dry T-Zone quickly,23,22,4.909090909090909,4.869565217391305,, doesn't leave a greasy,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will be the 3rd time I have purchased,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
Negative,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, Highly recommend this.,P4R677,5,13 June 2020,No,Yes,No,10,2,Over54,Blackheads
